Year,Season,NOC,Athlets,Medals,Gold,Silver,Bronze
1972,Winter,BEL,3,0.0,0.0,0.0,0.0
1972,Winter,BUL,12,0.0,0.0,0.0,0.0
1972,Winter,CAN,85,0.005025125628140704,0.0,0.015873015873015872,0.0
1972,Winter,ESP,7,0.005025125628140704,0.014285714285714285,0.0,0.0
1972,Winter,FIN,83,0.05025125628140704,0.0,0.14285714285714285,0.015151515151515152
1972,Winter,FRA,69,0.01507537688442211,0.0,0.015873015873015872,0.030303030303030304
1972,Winter,FRG,122,0.05025125628140704,0.05714285714285714,0.031746031746031744,0.06060606060606061
1972,Winter,GBR,71,0.0,0.0,0.0,0.0
1972,Winter,GDR,69,0.10050251256281408,0.07142857142857142,0.047619047619047616,0.18181818181818182
1972,Winter,GRE,6,0.0,0.0,0.0,0.0
1972,Winter,HUN,1,0.0,0.0,0.0,0.0
1972,Winter,IRI,12,0.0,0.0,0.0,0.0
1972,Winter,ITA,69,0.04522613065326633,0.04285714285714286,0.07936507936507936,0.015151515151515152
1972,Winter,JPN,134,0.01507537688442211,0.014285714285714285,0.015873015873015872,0.015151515151515152
1972,Winter,KOR,11,0.0,0.0,0.0,0.0
1972,Winter,LIB,2,0.0,0.0,0.0,0.0
1972,Winter,LIE,10,0.0,0.0,0.0,0.0
1972,Winter,MGL,8,0.0,0.0,0.0,0.0
1972,Winter,NED,26,0.04522613065326633,0.05714285714285714,0.047619047619047616,0.030303030303030304
1972,Winter,NOR,114,0.08542713567839195,0.02857142857142857,0.12698412698412698,0.10606060606060606
1972,Winter,NZL,6,0.0,0.0,0.0,0.0
1972,Winter,PHI,4,0.0,0.0,0.0,0.0
1972,Winter,POL,66,0.005025125628140704,0.014285714285714285,0.0,0.0
1972,Winter,PRK,10,0.0,0.0,0.0,0.0
1972,Winter,ROU,23,0.0,0.0,0.0,0.0
1972,Winter,SUI,79,0.08542713567839195,0.1,0.047619047619047616,0.10606060606060606
1972,Winter,SWE,101,0.020100502512562814,0.014285714285714285,0.015873015873015872,0.030303030303030304
1972,Winter,TCH,61,0.10050251256281408,0.014285714285714285,0.0,0.2878787878787879
1972,Winter,TPE,9,0.0,0.0,0.0,0.0
1972,Winter,URS,118,0.22613065326633167,0.5142857142857142,0.09523809523809523,0.045454545454545456
1972,Winter,USA,147,0.12060301507537688,0.04285714285714286,0.2857142857142857,0.045454545454545456
1972,Winter,YUG,31,0.0,0.0,0.0,0.0
1976,Summer,AHO,4,0.0,0.0,0.0,0.0
1976,Summer,AND,3,0.0,0.0,0.0,0.0
1976,Summer,ANT,17,0.0,0.0,0.0,0.0
1976,Summer,ARG,106,0.0,0.0,0.0,0.0
1976,Summer,AUS,274,0.017424242424242425,0.0,0.03456221198156682,0.017857142857142856
1976,Summer,AUT,73,0.0007575757575757576,0.0,0.0,0.002232142857142857
1976,Summer,BAH,19,0.0,0.0,0.0,0.0
1976,Summer,BAR,17,0.0,0.0,0.0,0.0
1976,Summer,BEL,149,0.006818181818181818,0.0,0.0069124423963133645,0.013392857142857142
1976,Summer,BER,20,0.0007575757575757576,0.0,0.0,0.002232142857142857
1976,Summer,BIZ,4,0.0,0.0,0.0,0.0
1976,Summer,BOL,5,0.0,0.0,0.0,0.0
1976,Summer,BRA,89,0.0022727272727272726,0.0,0.0,0.006696428571428571
1976,Summer,BUL,254,0.029545454545454545,0.0182648401826484,0.029953917050691243,0.04017857142857143
1976,Summer,CAN,531,0.017424242424242425,0.0,0.020737327188940093,0.03125
1976,Summer,CAY,2,0.0,0.0,0.0,0.0
1976,Summer,CHI,9,0.0,0.0,0.0,0.0
1976,Summer,CIV,11,0.0,0.0,0.0,0.0
1976,Summer,CMR,4,0.0,0.0,0.0,0.0
1976,Summer,COL,44,0.0,0.0,0.0,0.0
1976,Summer,CRC,10,0.0,0.0,0.0,0.0
1976,Summer,CUB,194,0.01818181818181818,0.0136986301369863,0.009216589861751152,0.03125
1976,Summer,DEN,81,0.006060606060606061,0.00684931506849315,0.0,0.011160714285714286
1976,Summer,DOM,11,0.0,0.0,0.0,0.0
1976,Summer,ECU,8,0.0,0.0,0.0,0.0
1976,Summer,EGY,26,0.0,0.0,0.0,0.0
1976,Summer,ESP,160,0.004545454545454545,0.0,0.013824884792626729,0.0
1976,Summer,FIJ,5,0.0,0.0,0.0,0.0
1976,Summer,FIN,108,0.004545454545454545,0.0091324200913242,0.004608294930875576,0.0
1976,Summer,FRA,302,0.015151515151515152,0.01141552511415525,0.016129032258064516,0.017857142857142856
1976,Summer,FRG,452,0.05909090909090909,0.04794520547945205,0.0576036866359447,0.07142857142857142
1976,Summer,GBR,353,0.024242424242424242,0.0136986301369863,0.03456221198156682,0.024553571428571428
1976,Summer,GDR,407,0.14772727272727273,0.2328767123287671,0.1175115207373272,0.09375
1976,Summer,GRE,40,0.0,0.0,0.0,0.0
1976,Summer,GUA,28,0.0,0.0,0.0,0.0
1976,Summer,HAI,14,0.0,0.0,0.0,0.0
1976,Summer,HKG,50,0.0,0.0,0.0,0.0
1976,Summer,HON,3,0.0,0.0,0.0,0.0
1976,Summer,HUN,288,0.041666666666666664,0.0319634703196347,0.013824884792626729,0.078125
1976,Summer,INA,11,0.0,0.0,0.0,0.0
1976,Summer,IND,26,0.0,0.0,0.0,0.0
1976,Summer,IRI,104,0.0015151515151515152,0.0,0.002304147465437788,0.002232142857142857
1976,Summer,IRL,59,0.0,0.0,0.0,0.0
1976,Summer,ISL,22,0.0,0.0,0.0,0.0
1976,Summer,ISR,34,0.0,0.0,0.0,0.0
1976,Summer,ISV,26,0.0,0.0,0.0,0.0
1976,Summer,ITA,312,0.023484848484848483,0.0045662100456621,0.0576036866359447,0.008928571428571428
1976,Summer,JAM,36,0.0015151515151515152,0.00228310502283105,0.002304147465437788,0.0
1976,Summer,JPN,328,0.03106060606060606,0.05707762557077625,0.013824884792626729,0.022321428571428572
1976,Summer,KOR,51,0.012878787878787878,0.00228310502283105,0.002304147465437788,0.033482142857142856
1976,Summer,KSA,19,0.0,0.0,0.0,0.0
1976,Summer,KUW,21,0.0,0.0,0.0,0.0
1976,Summer,LIB,4,0.0,0.0,0.0,0.0
1976,Summer,LIE,9,0.0,0.0,0.0,0.0
1976,Summer,LUX,9,0.0,0.0,0.0,0.0
1976,Summer,MAR,9,0.0,0.0,0.0,0.0
1976,Summer,MAS,25,0.0,0.0,0.0,0.0
1976,Summer,MEX,137,0.0015151515151515152,0.00228310502283105,0.0,0.002232142857142857
1976,Summer,MGL,33,0.0007575757575757576,0.0,0.002304147465437788,0.0
1976,Summer,MON,10,0.0,0.0,0.0,0.0
1976,Summer,NCA,25,0.0,0.0,0.0,0.0
1976,Summer,NED,175,0.010606060606060607,0.0,0.004608294930875576,0.026785714285714284
1976,Summer,NEP,1,0.0,0.0,0.0,0.0
1976,Summer,NOR,79,0.004545454545454545,0.0045662100456621,0.009216589861751152,0.0
1976,Summer,NZL,98,0.01893939393939394,0.03424657534246575,0.002304147465437788,0.020089285714285716
1976,Summer,PAK,24,0.012121212121212121,0.0,0.0,0.03571428571428571
1976,Summer,PAN,13,0.0,0.0,0.0,0.0
1976,Summer,PAR,6,0.0,0.0,0.0,0.0
1976,Summer,PER,14,0.0,0.0,0.0,0.0
1976,Summer,PHI,22,0.0,0.0,0.0,0.0
1976,Summer,PNG,9,0.0,0.0,0.0,0.0
1976,Summer,POL,286,0.055303030303030305,0.0410958904109589,0.06682027649769585,0.05803571428571429
1976,Summer,POR,36,0.0015151515151515152,0.0,0.004608294930875576,0.0
1976,Summer,PRK,40,0.0015151515151515152,0.00228310502283105,0.002304147465437788,0.0
1976,Summer,PUR,112,0.0007575757575757576,0.0,0.0,0.002232142857142857
1976,Summer,ROU,255,0.041666666666666664,0.0091324200913242,0.06451612903225806,0.05133928571428571
1976,Summer,SEN,33,0.0,0.0,0.0,0.0
1976,Summer,SGP,4,0.0,0.0,0.0,0.0
1976,Summer,SMR,10,0.0,0.0,0.0,0.0
1976,Summer,SUI,101,0.007575757575757576,0.00228310502283105,0.0069124423963133645,0.013392857142857142
1976,Summer,SUR,4,0.0,0.0,0.0,0.0
1976,Summer,SWE,163,0.007575757575757576,0.02054794520547945,0.002304147465437788,0.0
1976,Summer,TCH,251,0.011363636363636364,0.0045662100456621,0.009216589861751152,0.020089285714285716
1976,Summer,THA,62,0.0007575757575757576,0.0,0.0,0.002232142857142857
1976,Summer,TTO,20,0.0007575757575757576,0.00228310502283105,0.0,0.0
1976,Summer,TUN,16,0.0,0.0,0.0,0.0
1976,Summer,TUR,28,0.0,0.0,0.0,0.0
1976,Summer,URS,574,0.21666666666666667,0.2602739726027397,0.21889400921658986,0.171875
1976,Summer,URU,15,0.0,0.0,0.0,0.0
1976,Summer,USA,554,0.12424242424242424,0.1598173515981735,0.1336405529953917,0.08035714285714286
1976,Summer,VEN,56,0.0007575757575757576,0.0,0.002304147465437788,0.0
1976,Summer,YUG,95,0.014393939393939395,0.0045662100456621,0.03225806451612903,0.006696428571428571
1976,Winter,AND,11,0.0,0.0,0.0,0.0
1976,Winter,ARG,16,0.0,0.0,0.0,0.0
1976,Winter,AUS,19,0.0,0.0,0.0,0.0
1976,Winter,AUT,116,0.03317535545023697,0.02857142857142857,0.028169014084507043,0.04285714285714286
1976,Winter,BEL,11,0.0,0.0,0.0,0.0
1976,Winter,BUL,42,0.0,0.0,0.0,0.0
1976,Winter,CAN,109,0.014218009478672985,0.014285714285714285,0.014084507042253521,0.014285714285714285
1976,Winter,CHI,11,0.0,0.0,0.0,0.0
1976,Winter,ESP,11,0.0,0.0,0.0,0.0
1976,Winter,FIN,79,0.07582938388625593,0.07142857142857142,0.14084507042253522,0.014285714285714285
1976,Winter,FRA,59,0.004739336492890996,0.0,0.0,0.014285714285714285
1976,Winter,FRG,105,0.15165876777251186,0.02857142857142857,0.09859154929577464,0.32857142857142857
1976,Winter,GBR,70,0.004739336492890996,0.014285714285714285,0.0,0.0
1976,Winter,GDR,97,0.15165876777251186,0.17142857142857143,0.08450704225352113,0.2
1976,Winter,GRE,10,0.0,0.0,0.0,0.0
1976,Winter,HUN,3,0.0,0.0,0.0,0.0
1976,Winter,IRI,12,0.0,0.0,0.0,0.0
1976,Winter,ISL,16,0.0,0.0,0.0,0.0
1976,Winter,ITA,94,0.018957345971563982,0.014285714285714285,0.028169014084507043,0.014285714285714285
1976,Winter,JPN,87,0.0,0.0,0.0,0.0
1976,Winter,KOR,9,0.0,0.0,0.0,0.0
1976,Winter,LIB,1,0.0,0.0,0.0,0.0
1976,Winter,LIE,20,0.009478672985781991,0.0,0.0,0.02857142857142857
1976,Winter,NED,23,0.02843601895734597,0.014285714285714285,0.028169014084507043,0.04285714285714286
1976,Winter,NOR,81,0.04739336492890995,0.04285714285714286,0.08450704225352113,0.014285714285714285
1976,Winter,NZL,13,0.0,0.0,0.0,0.0
1976,Winter,POL,93,0.0,0.0,0.0,0.0
1976,Winter,ROU,43,0.0,0.0,0.0,0.0
1976,Winter,SMR,3,0.0,0.0,0.0,0.0
1976,Winter,SUI,86,0.04265402843601896,0.014285714285714285,0.08450704225352113,0.02857142857142857
1976,Winter,SWE,78,0.009478672985781991,0.0,0.0,0.02857142857142857
1976,Winter,TCH,90,0.09004739336492891,0.0,0.2676056338028169,0.0
1976,Winter,TPE,11,0.0,0.0,0.0,0.0
1976,Winter,TUR,19,0.0,0.0,0.0,0.0
1976,Winter,URS,121,0.26540284360189575,0.5428571428571428,0.09859154929577464,0.15714285714285714
1976,Winter,USA,151,0.052132701421800945,0.04285714285714286,0.04225352112676056,0.07142857142857142
1976,Winter,YUG,41,0.0,0.0,0.0,0.0
1980,Summer,AFG,11,0.0,0.0,0.0,0.0
1980,Summer,ALG,63,0.0,0.0,0.0,0.0
1980,Summer,AND,2,0.0,0.0,0.0,0.0
1980,Summer,ANG,17,0.0,0.0,0.0,0.0
1980,Summer,AUS,190,0.00939306358381503,0.01312910284463895,0.004366812227074236,0.010660980810234541
1980,Summer,AUT,92,0.0036127167630057803,0.002188183807439825,0.006550218340611353,0.0021321961620469083
1980,Summer,BEL,84,0.000722543352601156,0.002188183807439825,0.0,0.0
1980,Summer,BEN,17,0.0,0.0,0.0,0.0
1980,Summer,BOT,8,0.0,0.0,0.0,0.0
1980,Summer,BRA,149,0.006502890173410405,0.0087527352297593,0.0,0.010660980810234541
1980,Summer,BUL,397,0.06502890173410404,0.0175054704595186,0.09606986899563319,0.08102345415778252
1980,Summer,CGO,25,0.0,0.0,0.0,0.0
1980,Summer,CMR,29,0.0,0.0,0.0,0.0
1980,Summer,COL,28,0.0,0.0,0.0,0.0
1980,Summer,CRC,37,0.0,0.0,0.0,0.0
1980,Summer,CUB,288,0.014450867052023121,0.0175054704595186,0.015283842794759825,0.010660980810234541
1980,Summer,CYP,15,0.0,0.0,0.0,0.0
1980,Summer,DEN,60,0.005780346820809248,0.0087527352297593,0.004366812227074236,0.0042643923240938165
1980,Summer,DOM,7,0.0,0.0,0.0,0.0
1980,Summer,ECU,16,0.0,0.0,0.0,0.0
1980,Summer,ESP,211,0.017341040462427744,0.00437636761487965,0.04148471615720524,0.006396588486140725
1980,Summer,ETH,48,0.002890173410404624,0.00437636761487965,0.0,0.0042643923240938165
1980,Summer,FIN,125,0.006502890173410405,0.006564551422319475,0.002183406113537118,0.010660980810234541
1980,Summer,FRA,200,0.020953757225433526,0.03938730853391685,0.010917030567685589,0.01279317697228145
1980,Summer,GBR,328,0.03395953757225433,0.010940919037199124,0.039301310043668124,0.0511727078891258
1980,Summer,GDR,495,0.1907514450867052,0.25164113785557984,0.19213973799126638,0.1300639658848614
1980,Summer,GRE,45,0.0036127167630057803,0.002188183807439825,0.0,0.008528784648187633
1980,Summer,GUA,10,0.0,0.0,0.0,0.0
1980,Summer,GUI,10,0.0,0.0,0.0,0.0
1980,Summer,GUY,10,0.000722543352601156,0.0,0.0,0.0021321961620469083
1980,Summer,HUN,392,0.04407514450867052,0.0175054704595186,0.028384279475982533,0.08528784648187633
1980,Summer,IND,78,0.011560693641618497,0.0350109409190372,0.0,0.0
1980,Summer,IRL,57,0.002167630057803468,0.0,0.004366812227074236,0.0021321961620469083
1980,Summer,IRQ,44,0.0,0.0,0.0,0.0
1980,Summer,ISL,12,0.0,0.0,0.0,0.0
1980,Summer,ITA,203,0.026734104046242775,0.0175054704595186,0.04585152838427948,0.017057569296375266
1980,Summer,JAM,32,0.002167630057803468,0.0,0.0,0.006396588486140725
1980,Summer,JOR,6,0.0,0.0,0.0,0.0
1980,Summer,KUW,67,0.0,0.0,0.0,0.0
1980,Summer,LAO,19,0.0,0.0,0.0,0.0
1980,Summer,LBA,38,0.0,0.0,0.0,0.0
1980,Summer,LES,7,0.0,0.0,0.0,0.0
1980,Summer,LIB,19,0.000722543352601156,0.0,0.0,0.0021321961620469083
1980,Summer,LUX,4,0.0,0.0,0.0,0.0
1980,Summer,MAD,18,0.0,0.0,0.0,0.0
1980,Summer,MEX,74,0.0072254335260115606,0.0,0.002183406113537118,0.019189765458422176
1980,Summer,MGL,57,0.002890173410404624,0.0,0.004366812227074236,0.0042643923240938165
1980,Summer,MLI,7,0.0,0.0,0.0,0.0
1980,Summer,MLT,12,0.0,0.0,0.0,0.0
1980,Summer,MOZ,16,0.0,0.0,0.0,0.0
1980,Summer,MYA,2,0.0,0.0,0.0,0.0
1980,Summer,NCA,6,0.0,0.0,0.0,0.0
1980,Summer,NED,112,0.004335260115606936,0.0,0.002183406113537118,0.010660980810234541
1980,Summer,NEP,10,0.0,0.0,0.0,0.0
1980,Summer,NGR,56,0.0,0.0,0.0,0.0
1980,Summer,NZL,7,0.0,0.0,0.0,0.0
1980,Summer,PER,38,0.0,0.0,0.0,0.0
1980,Summer,POL,418,0.036127167630057806,0.006564551422319475,0.05458515283842795,0.046908315565031986
1980,Summer,POR,18,0.0,0.0,0.0,0.0
1980,Summer,PRK,121,0.0036127167630057803,0.0,0.006550218340611353,0.0042643923240938165
1980,Summer,PUR,3,0.0,0.0,0.0,0.0
1980,Summer,ROU,339,0.049132947976878616,0.015317286652078774,0.03275109170305677,0.09808102345415778
1980,Summer,SEN,39,0.0,0.0,0.0,0.0
1980,Summer,SEY,21,0.0,0.0,0.0,0.0
1980,Summer,SLE,32,0.0,0.0,0.0,0.0
1980,Summer,SMR,16,0.0,0.0,0.0,0.0
1980,Summer,SRI,4,0.0,0.0,0.0,0.0
1980,Summer,SUI,86,0.001445086705202312,0.00437636761487965,0.0,0.0
1980,Summer,SWE,201,0.014450867052023121,0.006564551422319475,0.017467248908296942,0.019189765458422176
1980,Summer,SYR,71,0.0,0.0,0.0,0.0
1980,Summer,TAN,48,0.001445086705202312,0.0,0.004366812227074236,0.0
1980,Summer,TCH,317,0.03684971098265896,0.037199124726477024,0.039301310043668124,0.03411513859275053
1980,Summer,TTO,15,0.0,0.0,0.0,0.0
1980,Summer,UGA,16,0.000722543352601156,0.0,0.002183406113537118,0.0
1980,Summer,URS,660,0.319364161849711,0.40919037199124725,0.2816593886462882,0.26865671641791045
1980,Summer,VEN,43,0.000722543352601156,0.0,0.002183406113537118,0.0
1980,Summer,VIE,38,0.0,0.0,0.0,0.0
1980,Summer,YUG,180,0.041184971098265896,0.028446389496717725,0.05895196506550218,0.03624733475479744
1980,Summer,ZAM,43,0.0,0.0,0.0,0.0
1980,Summer,ZIM,52,0.01083815028901734,0.03282275711159737,0.0,0.0
1980,Winter,AND,9,0.0,0.0,0.0,0.0
1980,Winter,ARG,26,0.0,0.0,0.0,0.0
1980,Winter,AUS,19,0.0,0.0,0.0,0.0
1980,Winter,AUT,66,0.03669724770642202,0.041666666666666664,0.0273972602739726,0.0410958904109589
1980,Winter,BEL,6,0.0,0.0,0.0,0.0
1980,Winter,BOL,8,0.0,0.0,0.0,0.0
1980,Winter,BUL,16,0.0045871559633027525,0.0,0.0,0.0136986301369863
1980,Winter,CAN,86,0.009174311926605505,0.0,0.0136986301369863,0.0136986301369863
1980,Winter,CHN,38,0.0,0.0,0.0,0.0
1980,Winter,CRC,3,0.0,0.0,0.0,0.0
1980,Winter,CYP,6,0.0,0.0,0.0,0.0
1980,Winter,ESP,15,0.0,0.0,0.0,0.0
1980,Winter,FIN,85,0.05504587155963303,0.013888888888888888,0.0684931506849315,0.0821917808219178
1980,Winter,FRA,44,0.0045871559633027525,0.0,0.0,0.0136986301369863
1980,Winter,FRG,118,0.03669724770642202,0.0,0.0273972602739726,0.0821917808219178
1980,Winter,GBR,76,0.0045871559633027525,0.013888888888888888,0.0,0.0
1980,Winter,GDR,87,0.17889908256880735,0.2222222222222222,0.1506849315068493,0.1643835616438356
1980,Winter,GRE,6,0.0,0.0,0.0,0.0
1980,Winter,HUN,2,0.009174311926605505,0.0,0.0273972602739726,0.0
1980,Winter,ISL,12,0.0,0.0,0.0,0.0
1980,Winter,ITA,74,0.013761467889908258,0.0,0.0410958904109589,0.0
1980,Winter,JPN,80,0.0045871559633027525,0.0,0.0136986301369863,0.0
1980,Winter,KOR,24,0.0,0.0,0.0,0.0
1980,Winter,LIB,7,0.0,0.0,0.0,0.0
1980,Winter,LIE,17,0.01834862385321101,0.027777777777777776,0.0273972602739726,0.0
1980,Winter,MGL,10,0.0,0.0,0.0,0.0
1980,Winter,NED,47,0.01834862385321101,0.013888888888888888,0.0273972602739726,0.0136986301369863
1980,Winter,NOR,100,0.06880733944954129,0.013888888888888888,0.0684931506849315,0.1232876712328767
1980,Winter,NZL,11,0.0,0.0,0.0,0.0
1980,Winter,POL,39,0.0,0.0,0.0,0.0
1980,Winter,ROU,42,0.0,0.0,0.0,0.0
1980,Winter,SUI,73,0.04128440366972477,0.027777777777777776,0.0547945205479452,0.0410958904109589
1980,Winter,SWE,109,0.10550458715596331,0.041666666666666664,0.0,0.273972602739726
1980,Winter,TCH,74,0.0045871559633027525,0.0,0.0,0.0136986301369863
1980,Winter,URS,129,0.24770642201834864,0.25,0.3972602739726027,0.0958904109589041
1980,Winter,USA,155,0.13761467889908258,0.3333333333333333,0.0547945205479452,0.0273972602739726
1980,Winter,YUG,27,0.0,0.0,0.0,0.0
1984,Summer,AHO,13,0.0,0.0,0.0,0.0
1984,Summer,ALG,33,0.0013550135501355014,0.0,0.0,0.00398406374501992
1984,Summer,AND,2,0.0,0.0,0.0,0.0
1984,Summer,ANT,27,0.0,0.0,0.0,0.0
1984,Summer,ARG,115,0.0,0.0,0.0,0.0
1984,Summer,AUS,337,0.03523035230352303,0.014084507042253521,0.029350104821802937,0.061752988047808766
1984,Summer,AUT,130,0.0020325203252032522,0.002012072434607646,0.0020964360587002098,0.00199203187250996
1984,Summer,BAH,31,0.0,0.0,0.0,0.0
1984,Summer,BAN,2,0.0,0.0,0.0,0.0
1984,Summer,BAR,25,0.0,0.0,0.0,0.0
1984,Summer,BEL,86,0.0033875338753387536,0.002012072434607646,0.0041928721174004195,0.00398406374501992
1984,Summer,BEN,3,0.0,0.0,0.0,0.0
1984,Summer,BER,13,0.0,0.0,0.0,0.0
1984,Summer,BHU,6,0.0,0.0,0.0,0.0
1984,Summer,BIZ,13,0.0,0.0,0.0,0.0
1984,Summer,BOL,13,0.0,0.0,0.0,0.0
1984,Summer,BOT,8,0.0,0.0,0.0,0.0
1984,Summer,BRA,197,0.024390243902439025,0.002012072434607646,0.06918238993710692,0.00398406374501992
1984,Summer,BRN,14,0.0,0.0,0.0,0.0
1984,Summer,CAF,3,0.0,0.0,0.0,0.0
1984,Summer,CAN,572,0.05894308943089431,0.03822937625754527,0.07547169811320754,0.06374501992031872
1984,Summer,CAY,14,0.0,0.0,0.0,0.0
1984,Summer,CGO,13,0.0,0.0,0.0,0.0
1984,Summer,CHA,3,0.0,0.0,0.0,0.0
1984,Summer,CHI,64,0.0,0.0,0.0,0.0
1984,Summer,CHN,323,0.05013550135501355,0.0482897384305835,0.027253668763102725,0.07370517928286853
1984,Summer,CIV,18,0.0006775067750677507,0.0,0.0020964360587002098,0.0
1984,Summer,CMR,56,0.0006775067750677507,0.0,0.0,0.00199203187250996
1984,Summer,COD,9,0.0,0.0,0.0,0.0
1984,Summer,COL,48,0.0006775067750677507,0.0,0.0020964360587002098,0.0
1984,Summer,CRC,32,0.0,0.0,0.0,0.0
1984,Summer,CYP,12,0.0,0.0,0.0,0.0
1984,Summer,DEN,74,0.008807588075880758,0.0,0.006289308176100629,0.0199203187250996
1984,Summer,DJI,3,0.0,0.0,0.0,0.0
1984,Summer,DOM,24,0.0006775067750677507,0.0,0.0,0.00199203187250996
1984,Summer,ECU,15,0.0,0.0,0.0,0.0
1984,Summer,EGY,148,0.0006775067750677507,0.0,0.0020964360587002098,0.0
1984,Summer,ESA,15,0.0,0.0,0.0,0.0
1984,Summer,ESP,257,0.012872628726287264,0.004024144869215292,0.029350104821802937,0.00597609561752988
1984,Summer,FIJ,26,0.0,0.0,0.0,0.0
1984,Summer,FIN,107,0.008130081300813009,0.008048289738430584,0.0041928721174004195,0.01195219123505976
1984,Summer,FRA,354,0.04539295392953929,0.04024144869215292,0.033542976939203356,0.061752988047808766
1984,Summer,FRG,571,0.1070460704607046,0.060362173038229376,0.15723270440251572,0.10557768924302789
1984,Summer,GAB,4,0.0,0.0,0.0,0.0
1984,Summer,GAM,16,0.0,0.0,0.0,0.0
1984,Summer,GBR,509,0.048102981029810296,0.018108651911468814,0.041928721174004195,0.08366533864541832
1984,Summer,GEQ,5,0.0,0.0,0.0,0.0
1984,Summer,GHA,27,0.0,0.0,0.0,0.0
1984,Summer,GRE,73,0.0013550135501355014,0.0,0.0020964360587002098,0.00199203187250996
1984,Summer,GRN,6,0.0,0.0,0.0,0.0
1984,Summer,GUA,53,0.0,0.0,0.0,0.0
1984,Summer,GUI,1,0.0,0.0,0.0,0.0
1984,Summer,GUY,12,0.0,0.0,0.0,0.0
1984,Summer,HAI,3,0.0,0.0,0.0,0.0
1984,Summer,HKG,87,0.0,0.0,0.0,0.0
1984,Summer,HON,26,0.0,0.0,0.0,0.0
1984,Summer,INA,23,0.0,0.0,0.0,0.0
1984,Summer,IND,53,0.0,0.0,0.0,0.0
1984,Summer,IRL,55,0.0006775067750677507,0.0,0.0020964360587002098,0.0
1984,Summer,IRQ,25,0.0,0.0,0.0,0.0
1984,Summer,ISL,35,0.0006775067750677507,0.0,0.0,0.00199203187250996
1984,Summer,ISR,65,0.0,0.0,0.0,0.0
1984,Summer,ISV,52,0.0,0.0,0.0,0.0
1984,Summer,ITA,368,0.042682926829268296,0.05835010060362173,0.012578616352201259,0.055776892430278883
1984,Summer,IVB,13,0.0,0.0,0.0,0.0
1984,Summer,JAM,75,0.0047425474254742545,0.0,0.010482180293501049,0.00398406374501992
1984,Summer,JOR,15,0.0,0.0,0.0,0.0
1984,Summer,JPN,365,0.03319783197831978,0.02012072434607646,0.016771488469601678,0.061752988047808766
1984,Summer,KEN,67,0.0020325203252032522,0.002012072434607646,0.0,0.00398406374501992
1984,Summer,KOR,240,0.027777777777777776,0.012072434607645875,0.05870020964360587,0.013944223107569721
1984,Summer,KSA,42,0.0,0.0,0.0,0.0
1984,Summer,KUW,31,0.0,0.0,0.0,0.0
1984,Summer,LBR,10,0.0,0.0,0.0,0.0
1984,Summer,LES,5,0.0,0.0,0.0,0.0
1984,Summer,LIB,30,0.0,0.0,0.0,0.0
1984,Summer,LIE,8,0.0,0.0,0.0,0.0
1984,Summer,LUX,5,0.0,0.0,0.0,0.0
1984,Summer,MAD,5,0.0,0.0,0.0,0.0
1984,Summer,MAR,35,0.0013550135501355014,0.004024144869215292,0.0,0.0
1984,Summer,MAS,27,0.0,0.0,0.0,0.0
1984,Summer,MAW,23,0.0,0.0,0.0,0.0
1984,Summer,MEX,155,0.0040650406504065045,0.004024144869215292,0.006289308176100629,0.00199203187250996
1984,Summer,MLI,5,0.0,0.0,0.0,0.0
1984,Summer,MLT,7,0.0,0.0,0.0,0.0
1984,Summer,MON,8,0.0,0.0,0.0,0.0
1984,Summer,MOZ,14,0.0,0.0,0.0,0.0
1984,Summer,MRI,7,0.0,0.0,0.0,0.0
1984,Summer,MTN,2,0.0,0.0,0.0,0.0
1984,Summer,MYA,1,0.0,0.0,0.0,0.0
1984,Summer,NCA,5,0.0,0.0,0.0,0.0
1984,Summer,NED,185,0.027777777777777776,0.04024144869215292,0.014675052410901468,0.027888446215139442
1984,Summer,NEP,10,0.0,0.0,0.0,0.0
1984,Summer,NGR,36,0.0033875338753387536,0.0,0.0020964360587002098,0.00796812749003984
1984,Summer,NIG,4,0.0,0.0,0.0,0.0
1984,Summer,NOR,132,0.0027100271002710027,0.0,0.0020964360587002098,0.00597609561752988
1984,Summer,NZL,162,0.015582655826558265,0.03219315895372234,0.0020964360587002098,0.01195219123505976
1984,Summer,OMA,22,0.0,0.0,0.0,0.0
1984,Summer,PAK,33,0.01084010840108401,0.03219315895372234,0.0,0.0
1984,Summer,PAN,10,0.0,0.0,0.0,0.0
1984,Summer,PAR,18,0.0,0.0,0.0,0.0
1984,Summer,PER,44,0.0006775067750677507,0.0,0.0020964360587002098,0.0
1984,Summer,PHI,32,0.0,0.0,0.0,0.0
1984,Summer,PNG,12,0.0,0.0,0.0,0.0
1984,Summer,POR,48,0.0020325203252032522,0.002012072434607646,0.0,0.00398406374501992
1984,Summer,PUR,58,0.0013550135501355014,0.0,0.0020964360587002098,0.00199203187250996
1984,Summer,QAT,26,0.0,0.0,0.0,0.0
1984,Summer,ROU,193,0.07181571815718157,0.08048289738430583,0.0649895178197065,0.0697211155378486
1984,Summer,RWA,6,0.0,0.0,0.0,0.0
1984,Summer,SAM,9,0.0,0.0,0.0,0.0
1984,Summer,SEN,29,0.0,0.0,0.0,0.0
1984,Summer,SEY,15,0.0,0.0,0.0,0.0
1984,Summer,SGP,14,0.0,0.0,0.0,0.0
